格式化站点编号,站点名称,等价站点,线路名称,线路方向,单程序号,经度,纬度,在主城区,可能的下车站点
081_U_24,五岳广场,"['029_U_19', '029_D_16', '030_U_36', '030_D_12', '030_D_13', '032_U_26', '032_D_09', '032_D_10', '081_U_25', '081_D_11', '081_D_12', '101_U_22', '101_D_10', '101_D_11', '102_U_25', '102_D_18', '102_D_19', '107_U_16', '107_D_26', '107_D_27', '113_U_19', '113_D_20', '113_D_21']",81,上行,24,117.997756,37.378192,True,"['081_U_25', '081_U_26', '081_U_27', '081_U_28', '081_U_29', '081_U_30', '081_U_31', '081_U_32', '081_U_33', '081_U_34', '081_U_35']"
081_U_25,全福元,"['002_U_37', '030_U_36', '030_U_37', '030_D_12', '030_D_13', '032_U_26', '032_U_27', '032_D_09', '032_D_10', '081_U_24', '081_U_26', '081_D_11', '081_D_12', '101_U_22', '101_D_10', '101_D_11', '102_U_25', '102_D_18', '102_D_19', '107_D_24', '113_U_19', '113_U_20', '113_D_20', '113_D_21']",81,上行,25,117.997832,37.381771,True,"['081_U_26', '081_U_27', '081_U_28', '081_U_29', '081_U_30', '081_U_31', '081_U_32', '081_U_33', '081_U_34', '081_U_35']"
081_U_26,青藤源大饭店,"['002_U_36', '002_D_08', '030_U_36', '030_U_37', '030_U_38', '030_D_10', '030_D_11', '030_D_12', '032_U_26', '032_U_27', '032_U_28', '032_D_07', '032_D_08', '032_D_09', '081_U_25', '081_U_27', '081_D_09', '081_D_10', '081_D_11', '106_U_25', '106_D_14', '107_U_19', '107_D_23', '108_U_27', '108_U_28', '108_D_11', '108_D_12', '113_U_19', '113_U_20', '113_U_21', '113_D_18', '113_D_19', '113_D_20']",81,上行,26,117.997906,37.384978,True,"['081_U_27', '081_U_28', '081_U_29', '081_U_30', '081_U_31', '081_U_32', '081_U_33', '081_U_34', '081_U_35']"
081_U_27,学苑花园,"['002_U_35', '002_U_36', '002_D_09', '030_U_37', '030_U_38', '030_U_39', '030_D_10', '030_D_11', '032_U_27', '032_U_28', '032_D_07', '032_D_08', '081_U_26', '081_D_09', '081_D_10', '106_U_24', '106_U_25', '106_D_15', '107_U_20', '107_D_22', '107_D_23', '108_U_27', '108_U_28', '108_U_29', '108_D_11', '108_D_12', '113_U_20', '113_U_21', '113_D_18', '113_D_19']",81,上行,27,117.997961,37.387412,True,"['081_U_28', '081_U_29', '081_U_30', '081_U_31', '081_U_32', '081_U_33', '081_U_34', '081_U_35']"
081_U_28,泰和家园,"['002_U_32', '002_U_33', '002_D_11', '002_D_12', '002_D_13', '006_U_32', '006_D_13', '032_U_29', '032_U_30', '032_D_06', '036_U_16', '036_U_17', '036_D_18', '036_D_19', '081_U_29', '081_D_08', '103_U_18', '103_D_16', '106_U_21', '106_U_22', '106_D_17', '106_D_18', '106_D_19', '107_U_22', '107_U_23', '107_D_20', '112_U_22', '112_D_13', '113_U_22', '113_U_23', '113_D_17']",81,上行,28,117.997651,37.395501,True,"['081_U_29', '081_U_30', '081_U_31', '081_U_32', '081_U_33', '081_U_34', '081_U_35']"
081_U_29,吉泰阳光西门,"['002_U_31', '002_U_32', '002_D_12', '002_D_13', '002_D_14', '026_U_52', '029_U_30', '032_U_29', '032_U_30', '032_U_31', '032_D_05', '032_D_06', '036_U_15', '036_U_16', '036_U_17', '036_D_18', '036_D_19', '036_D_20', '081_U_28', '081_U_30', '081_D_07', '081_D_08', '106_U_20', '106_U_21', '106_D_18', '106_D_19', '106_D_20', '107_U_23', '112_U_22', '112_U_23', '112_D_12', '112_D_13', '113_U_22', '113_U_23', '113_U_24', '113_D_16', '113_D_17']",81,上行,29,117.997244,37.399196,True,"['081_U_30', '081_U_31', '081_U_32', '081_U_33', '081_U_34', '081_U_35']"
081_U_30,万达广场,"['002_U_30', '002_U_31', '002_D_13', '002_D_14', '026_U_51', '026_U_52', '026_D_04', '026_D_05', '029_U_29', '029_U_30', '029_D_05', '029_D_06', '032_U_30', '032_U_31', '032_D_04', '032_D_05', '036_U_14', '036_U_15', '036_D_19', '036_D_20', '081_U_29', '081_D_06', '081_D_07', '106_U_19', '106_U_20', '106_D_19', '106_D_20', '112_U_22', '112_U_23', '112_D_11', '112_D_12', '113_U_23', '113_U_24', '113_U_25', '113_D_15', '113_D_16']",81,上行,30,117.996839,37.403158,True,"['081_U_31', '081_U_32', '081_U_33', '081_U_34', '081_U_35']"
081_U_31,华清园,"['002_U_29', '002_D_15', '024_U_18', '024_D_16', '026_U_53', '026_D_03', '081_D_05', '105_U_26', '105_D_19', '112_U_24', '112_D_10']",81,上行,31,117.996041,37.410757,True,"['081_U_32', '081_U_33', '081_U_34', '081_U_35']"
081_U_32,职业学院西门,"['024_U_17', '024_D_17', '033_U_08', '033_D_17', '081_D_04', '112_U_25', '112_D_09']",81,上行,32,117.995094,37.419338,True,"['081_U_33', '081_U_34', '081_U_35']"
081_U_33,车管所南,"['024_U_16', '024_D_18', '033_U_07', '033_D_18', '081_D_03', '112_U_26', '112_D_08']",81,上行,33,117.991732,37.423444,True,"['081_U_34', '081_U_35']"
081_U_34,中医院,"['024_U_14', '024_U_15', '024_D_19', '024_D_20', '029_U_33', '029_U_34', '029_D_01', '029_D_02', '033_U_06', '033_D_19', '036_U_01', '036_U_02', '036_U_03', '036_D_31', '036_D_32', '081_U_35', '081_D_01', '081_D_02']",81,上行,34,117.983722,37.424776,True,['081_U_35']
081_U_35,中医院西门,"['024_U_14', '024_U_15', '024_D_19', '024_D_20', '029_U_33', '029_U_34', '029_D_01', '029_D_02', '036_U_02', '036_U_03', '036_D_31', '036_D_32', '081_U_34', '081_D_01', '081_D_02']",81,上行,35,117.981416,37.425591,True,[]
081_D_01,中医院西门,"['024_U_14', '024_U_15', '024_D_19', '024_D_20', '029_U_33', '029_U_34', '029_D_01', '029_D_02', '036_U_02', '036_U_03', '036_D_31', '036_D_32', '081_U_34', '081_U_35', '081_D_02']",81,下行,1,117.981252,37.425518,True,"['081_D_02', '081_D_03', '081_D_04', '081_D_05', '081_D_06', '081_D_07', '081_D_08', '081_D_09', '081_D_10', '081_D_11', '081_D_12', '081_D_13', '081_D_14', '081_D_15', '081_D_16', '081_D_17', '081_D_18', '081_D_19', '081_D_20', '081_D_21', '081_D_22', '081_D_23', '081_D_24', '081_D_25', '081_D_26', '081_D_27', '081_D_28', '081_D_29', '081_D_30', '081_D_31', '081_D_32', '081_D_33', '081_D_34', '081_D_35']"
081_D_02,中医院,"['024_U_14', '024_U_15', '024_D_19', '024_D_20', '029_U_33', '029_U_34', '029_D_01', '029_D_02', '033_U_06', '033_D_19', '033_D_20', '036_U_02', '036_U_03', '036_D_31', '036_D_32', '081_U_34', '081_U_35', '081_D_01']",81,下行,2,117.982541,37.424628,True,"['081_D_03', '081_D_04', '081_D_05', '081_D_06', '081_D_07', '081_D_08', '081_D_09', '081_D_10', '081_D_11', '081_D_12', '081_D_13', '081_D_14', '081_D_15', '081_D_16', '081_D_17', '081_D_18', '081_D_19', '081_D_20', '081_D_21', '081_D_22', '081_D_23', '081_D_24', '081_D_25', '081_D_26', '081_D_27', '081_D_28', '081_D_29', '081_D_30', '081_D_31', '081_D_32', '081_D_33', '081_D_34', '081_D_35']"
081_D_03,车管所南,"['024_U_16', '024_U_17', '024_D_18', '033_U_07', '033_U_08', '033_D_18', '081_U_33', '081_D_04', '112_U_26', '112_D_08', '112_D_09']",81,下行,3,117.99276,37.42374,True,"['081_D_04', '081_D_05', '081_D_06', '081_D_07', '081_D_08', '081_D_09', '081_D_10', '081_D_11', '081_D_12', '081_D_13', '081_D_14', '081_D_15', '081_D_16', '081_D_17', '081_D_18', '081_D_19', '081_D_20', '081_D_21', '081_D_22', '081_D_23', '081_D_24', '081_D_25', '081_D_26', '081_D_27', '081_D_28', '081_D_29', '081_D_30', '081_D_31', '081_D_32', '081_D_33', '081_D_34', '081_D_35']"
081_D_04,职业学院西门,"['024_U_16', '024_U_17', '024_D_17', '033_U_07', '033_U_08', '033_D_17', '081_U_32', '081_D_03', '112_U_25', '112_D_09']",81,下行,4,117.994858,37.420425,True,"['081_D_05', '081_D_06', '081_D_07', '081_D_08', '081_D_09', '081_D_10', '081_D_11', '081_D_12', '081_D_13', '081_D_14', '081_D_15', '081_D_16', '081_D_17', '081_D_18', '081_D_19', '081_D_20', '081_D_21', '081_D_22', '081_D_23', '081_D_24', '081_D_25', '081_D_26', '081_D_27', '081_D_28', '081_D_29', '081_D_30', '081_D_31', '081_D_32', '081_D_33', '081_D_34', '081_D_35']"
081_D_05,华清园,"['002_U_29', '002_D_15', '024_U_18', '024_D_16', '026_U_53', '026_D_03', '081_U_31', '105_U_26', '105_D_19', '112_U_24', '112_D_10']",81,下行,5,117.99573,37.412185,True,"['081_D_06', '081_D_07', '081_D_08', '081_D_09', '081_D_10', '081_D_11', '081_D_12', '081_D_13', '081_D_14', '081_D_15', '081_D_16', '081_D_17', '081_D_18', '081_D_19', '081_D_20', '081_D_21', '081_D_22', '081_D_23', '081_D_24', '081_D_25', '081_D_26', '081_D_27', '081_D_28', '081_D_29', '081_D_30', '081_D_31', '081_D_32', '081_D_33', '081_D_34', '081_D_35']"
081_D_06,万达广场,"['002_U_30', '002_U_31', '002_D_14', '026_U_52', '026_D_04', '026_D_05', '029_U_30', '029_U_31', '029_D_05', '029_D_06', '032_U_31', '032_U_32', '032_D_04', '032_D_05', '036_U_14', '036_U_15', '036_D_20', '036_D_21', '081_U_30', '081_D_07', '105_D_20', '106_U_19', '106_U_20', '106_D_20', '106_D_21', '112_U_23', '112_D_11', '112_D_12', '113_U_24', '113_U_25', '113_D_14', '113_D_15', '113_D_16']",81,下行,6,117.996497,37.404631,True,"['081_D_07', '081_D_08', '081_D_09', '081_D_10', '081_D_11', '081_D_12', '081_D_13', '081_D_14', '081_D_15', '081_D_16', '081_D_17', '081_D_18', '081_D_19', '081_D_20', '081_D_21', '081_D_22', '081_D_23', '081_D_24', '081_D_25', '081_D_26', '081_D_27', '081_D_28', '081_D_29', '081_D_30', '081_D_31', '081_D_32', '081_D_33', '081_D_34', '081_D_35']"
081_D_07,吉泰阳光西门,"['002_U_30', '002_U_31', '002_U_32', '002_D_13', '002_D_14', '026_U_51', '026_U_52', '026_D_04', '026_D_05', '029_U_29', '029_U_30', '029_D_05', '029_D_06', '032_U_30', '032_U_31', '032_D_04', '032_D_05', '036_U_14', '036_U_15', '036_U_16', '036_D_19', '036_D_20', '081_U_29', '081_U_30', '081_D_06', '106_U_19', '106_U_20', '106_U_21', '106_D_19', '106_D_20', '112_U_22', '112_U_23', '112_D_11', '112_D_12', '113_U_23', '113_U_24', '113_D_15', '113_D_16']",81,下行,7,117.996779,37.401757,True,"['081_D_08', '081_D_09', '081_D_10', '081_D_11', '081_D_12', '081_D_13', '081_D_14', '081_D_15', '081_D_16', '081_D_17', '081_D_18', '081_D_19', '081_D_20', '081_D_21', '081_D_22', '081_D_23', '081_D_24', '081_D_25', '081_D_26', '081_D_27', '081_D_28', '081_D_29', '081_D_30', '081_D_31', '081_D_32', '081_D_33', '081_D_34', '081_D_35']"
081_D_08,泰和家园,"['002_U_32', '002_U_33', '002_D_12', '002_D_13', '032_U_29', '032_U_30', '032_D_06', '036_U_16', '036_U_17', '036_D_18', '036_D_19', '081_U_28', '081_U_29', '106_U_21', '106_U_22', '106_D_18', '106_D_19', '107_U_23', '107_D_20', '112_U_22', '112_D_13', '113_U_22', '113_U_23', '113_D_17']",81,下行,8,117.997357,37.396249,True,"['081_D_09', '081_D_10', '081_D_11', '081_D_12', '081_D_13', '081_D_14', '081_D_15', '081_D_16', '081_D_17', '081_D_18', '081_D_19', '081_D_20', '081_D_21', '081_D_22', '081_D_23', '081_D_24', '081_D_25', '081_D_26', '081_D_27', '081_D_28', '081_D_29', '081_D_30', '081_D_31', '081_D_32', '081_D_33', '081_D_34', '081_D_35']"
081_D_09,学苑花园,"['002_U_34', '002_U_35', '002_D_09', '002_D_10', '006_U_32', '006_D_13', '030_U_37', '030_U_38', '030_D_10', '030_D_11', '032_U_27', '032_U_28', '032_D_07', '032_D_08', '081_U_26', '081_U_27', '081_D_10', '103_U_18', '103_D_16', '106_U_23', '106_U_24', '106_D_15', '106_D_16', '107_U_20', '107_U_21', '107_D_21', '107_D_22', '108_U_27', '108_U_28', '108_D_11', '108_D_12', '113_U_20', '113_U_21', '113_D_18', '113_D_19']",81,下行,9,117.997746,37.388542,True,"['081_D_10', '081_D_11', '081_D_12', '081_D_13', '081_D_14', '081_D_15', '081_D_16', '081_D_17', '081_D_18', '081_D_19', '081_D_20', '081_D_21', '081_D_22', '081_D_23', '081_D_24', '081_D_25', '081_D_26', '081_D_27', '081_D_28', '081_D_29', '081_D_30', '081_D_31', '081_D_32', '081_D_33', '081_D_34', '081_D_35']"
081_D_10,青藤源大饭店,"['002_U_35', '002_U_36', '002_D_08', '002_D_09', '030_U_37', '030_U_38', '030_D_10', '030_D_11', '032_U_27', '032_U_28', '032_D_07', '032_D_08', '081_U_26', '081_U_27', '081_D_09', '106_U_24', '106_U_25', '106_D_14', '106_D_15', '107_U_19', '107_U_20', '107_D_22', '107_D_23', '108_U_27', '108_U_28', '108_D_11', '108_D_12', '113_U_20', '113_U_21', '113_D_18', '113_D_19']",81,下行,10,117.99768,37.385996,True,"['081_D_11', '081_D_12', '081_D_13', '081_D_14', '081_D_15', '081_D_16', '081_D_17', '081_D_18', '081_D_19', '081_D_20', '081_D_21', '081_D_22', '081_D_23', '081_D_24', '081_D_25', '081_D_26', '081_D_27', '081_D_28', '081_D_29', '081_D_30', '081_D_31', '081_D_32', '081_D_33', '081_D_34', '081_D_35']"
081_D_11,全福元,"['030_U_36', '030_U_37', '030_D_12', '030_D_13', '032_U_26', '032_U_27', '032_D_09', '032_D_10', '081_U_24', '081_U_25', '081_U_26', '081_D_12', '101_U_22', '101_D_10', '101_D_11', '102_U_25', '102_D_18', '102_D_19', '113_U_19', '113_U_20', '113_D_20', '113_D_21']",81,下行,11,117.997578,37.381786,True,"['081_D_12', '081_D_13', '081_D_14', '081_D_15', '081_D_16', '081_D_17', '081_D_18', '081_D_19', '081_D_20', '081_D_21', '081_D_22', '081_D_23', '081_D_24', '081_D_25', '081_D_26', '081_D_27', '081_D_28', '081_D_29', '081_D_30', '081_D_31', '081_D_32', '081_D_33', '081_D_34', '081_D_35']"
081_D_12,五岳广场,"['029_U_19', '029_D_16', '030_U_36', '030_D_12', '030_D_13', '032_U_26', '032_D_09', '032_D_10', '081_U_24', '081_U_25', '081_D_11', '101_U_22', '101_D_10', '101_D_11', '102_U_25', '102_D_18', '102_D_19', '107_U_16', '107_D_26', '107_D_27', '113_U_19', '113_D_20', '113_D_21']",81,下行,12,117.997582,37.379068,True,"['081_D_13', '081_D_14', '081_D_15', '081_D_16', '081_D_17', '081_D_18', '081_D_19', '081_D_20', '081_D_21', '081_D_22', '081_D_23', '081_D_24', '081_D_25', '081_D_26', '081_D_27', '081_D_28', '081_D_29', '081_D_30', '081_D_31', '081_D_32', '081_D_33', '081_D_34', '081_D_35']"
081_D_13,渤海花园,"['003_U_02', '003_D_06', '009_U_41', '009_U_42', '009_D_06', '009_D_07', '010_U_46', '010_U_47', '010_D_08', '010_D_09', '011_U_20', '011_U_21', '011_D_20', '011_D_21', '012_U_26', '012_U_27', '012_D_07', '012_D_08', '016_U_21', '016_U_22', '016_D_14', '016_D_15', '025_U_38', '025_U_39', '025_D_08', '025_D_09', '027_U_31', '027_U_32', '027_D_08', '027_D_09', '028_U_26', '028_U_27', '028_D_12', '028_D_13', '029_U_17', '029_U_18', '029_D_17', '029_D_18', '081_U_22', '081_U_23', '081_D_14', '109_U_28', '109_D_05']",81,下行,13,117.997453,37.371493,True,"['081_D_14', '081_D_15', '081_D_16', '081_D_17', '081_D_18', '081_D_19', '081_D_20', '081_D_21', '081_D_22', '081_D_23', '081_D_24', '081_D_25', '081_D_26', '081_D_27', '081_D_28', '081_D_29', '081_D_30', '081_D_31', '081_D_32', '081_D_33', '081_D_34', '081_D_35']"
081_D_14,龙盛花苑,"['009_U_41', '009_U_42', '009_D_06', '009_D_07', '010_U_46', '010_U_47', '010_D_08', '010_D_09', '011_U_20', '011_U_21', '011_D_20', '011_D_21', '012_U_26', '012_U_27', '012_D_07', '012_D_08', '016_U_21', '016_U_22', '016_D_14', '016_D_15', '018_U_12', '018_U_13', '018_D_24', '018_D_25', '025_U_38', '025_U_39', '025_D_08', '025_D_09', '027_U_31', '027_U_32', '027_D_08', '027_D_09', '028_U_26', '028_U_27', '028_D_12', '028_D_13', '029_U_16', '029_U_17', '029_U_18', '029_D_17', '029_D_18', '029_D_19', '081_U_21', '081_U_22', '081_U_23', '081_D_13', '081_D_15', '109_U_28', '109_D_05', '111_U_06', '111_U_07', '111_D_29', '111_D_30']",81,下行,14,117.997422,37.368757,True,"['081_D_15', '081_D_16', '081_D_17', '081_D_18', '081_D_19', '081_D_20', '081_D_21', '081_D_22', '081_D_23', '081_D_24', '081_D_25', '081_D_26', '081_D_27', '081_D_28', '081_D_29', '081_D_30', '081_D_31', '081_D_32', '081_D_33', '081_D_34', '081_D_35']"
081_D_15,南杨海鲜烧烤城,"['018_U_12', '018_U_13', '018_D_24', '018_D_25', '029_U_16', '029_U_17', '029_D_18', '029_D_19', '031_U_28', '031_U_29', '031_D_03', '035_U_27', '081_U_20', '081_U_21', '081_U_22', '081_D_14', '081_D_16', '111_U_06', '111_U_07', '111_U_08', '111_D_29', '111_D_30']",81,下行,15,117.997291,37.365165,True,"['081_D_16', '081_D_17', '081_D_18', '081_D_19', '081_D_20', '081_D_21', '081_D_22', '081_D_23', '081_D_24', '081_D_25', '081_D_26', '081_D_27', '081_D_28', '081_D_29', '081_D_30', '081_D_31', '081_D_32', '081_D_33', '081_D_34', '081_D_35']"
081_D_16,优抚医院,"['018_U_10', '018_U_11', '018_U_12', '018_D_25', '018_D_27', '029_U_15', '029_U_16', '029_D_19', '029_D_20', '031_U_27', '031_U_28', '031_D_03', '031_D_04', '035_U_26', '035_D_06', '081_U_20', '081_U_21', '081_D_15', '111_U_06', '111_U_07', '111_D_29', '111_D_30']",81,下行,16,117.995771,37.363206,True,"['081_D_17', '081_D_18', '081_D_19', '081_D_20', '081_D_21', '081_D_22', '081_D_23', '081_D_24', '081_D_25', '081_D_26', '081_D_27', '081_D_28', '081_D_29', '081_D_30', '081_D_31', '081_D_32', '081_D_33', '081_D_34', '081_D_35']"
081_D_17,东岳家园南门,"['018_U_10', '018_U_11', '018_D_26', '018_D_27', '018_D_28', '031_U_27', '031_U_28', '031_D_04', '031_D_05', '081_U_18', '081_U_19', '081_U_20', '081_D_18', '111_U_05', '111_D_31']",81,下行,17,117.990981,37.363194,True,"['081_D_18', '081_D_19', '081_D_20', '081_D_21', '081_D_22', '081_D_23', '081_D_24', '081_D_25', '081_D_26', '081_D_27', '081_D_28', '081_D_29', '081_D_30', '081_D_31', '081_D_32', '081_D_33', '081_D_34', '081_D_35']"
081_D_18,武警支队教导队,"['018_U_07', '018_D_30', '081_U_18', '081_U_19', '081_D_17', '081_D_19']",81,下行,18,117.987634,37.361572,True,"['081_D_19', '081_D_20', '081_D_21', '081_D_22', '081_D_23', '081_D_24', '081_D_25', '081_D_26', '081_D_27', '081_D_28', '081_D_29', '081_D_30', '081_D_31', '081_D_32', '081_D_33', '081_D_34', '081_D_35']"
081_D_19,军分区,"['018_U_06', '018_U_07', '018_D_30', '018_D_31', '018_D_32', '081_U_16', '081_U_17', '081_U_18', '081_D_18', '081_D_20']",81,下行,19,117.985014,37.359046,True,"['081_D_20', '081_D_21', '081_D_22', '081_D_23', '081_D_24', '081_D_25', '081_D_26', '081_D_27', '081_D_28', '081_D_29', '081_D_30', '081_D_31', '081_D_32', '081_D_33', '081_D_34', '081_D_35']"
081_D_20,市审计局,"['018_U_05', '018_U_06', '018_U_07', '018_D_30', '018_D_31', '018_D_32', '031_D_07', '081_U_16', '081_U_17', '081_D_19', '081_D_21']",81,下行,20,117.982986,37.358682,True,"['081_D_21', '081_D_22', '081_D_23', '081_D_24', '081_D_25', '081_D_26', '081_D_27', '081_D_28', '081_D_29', '081_D_30', '081_D_31', '081_D_32', '081_D_33', '081_D_34', '081_D_35']"
081_D_21,双湖豪庭南门,"['018_U_05', '018_U_06', '018_D_31', '018_D_32', '031_U_24', '031_D_07', '081_U_15', '081_U_16', '081_U_17', '081_D_20']",81,下行,21,117.980983,37.357249,True,"['081_D_22', '081_D_23', '081_D_24', '081_D_25', '081_D_26', '081_D_27', '081_D_28', '081_D_29', '081_D_30', '081_D_31', '081_D_32', '081_D_33', '081_D_34', '081_D_35']"
081_D_22,泰山名郡南门,"['031_U_23', '031_U_24', '031_D_08', '081_U_14', '081_U_15']",81,下行,22,117.975332,37.357182,True,"['081_D_23', '081_D_24', '081_D_25', '081_D_26', '081_D_27', '081_D_28', '081_D_29', '081_D_30', '081_D_31', '081_D_32', '081_D_33', '081_D_34', '081_D_35']"
081_D_23,吾悦华府,"['018_U_01', '018_D_36', '025_U_28', '025_U_29', '025_D_18', '025_D_19', '031_U_22', '031_D_09', '031_D_10', '081_U_12', '081_U_13', '081_D_24', '108_U_08', '108_U_09', '108_D_30', '108_D_31']",81,下行,23,117.957071,37.357129,True,"['081_D_24', '081_D_25', '081_D_26', '081_D_27', '081_D_28', '081_D_29', '081_D_30', '081_D_31', '081_D_32', '081_D_33', '081_D_34', '081_D_35']"
081_D_24,上海世家,"['018_U_01', '018_D_36', '025_U_28', '025_U_29', '025_D_18', '025_D_19', '031_U_22', '031_D_09', '031_D_10', '081_U_12', '081_U_13', '081_D_23', '108_U_08', '108_U_09', '108_D_30', '108_D_31']",81,下行,24,117.955478,37.358824,True,"['081_D_25', '081_D_26', '081_D_27', '081_D_28', '081_D_29', '081_D_30', '081_D_31', '081_D_32', '081_D_33', '081_D_34', '081_D_35']"
081_D_25,半岛蓝湾,"['025_U_30', '032_U_13', '032_U_14', '032_D_21', '081_U_11', '108_U_10']",81,下行,25,117.952496,37.363143,True,"['081_D_26', '081_D_27', '081_D_28', '081_D_29', '081_D_30', '081_D_31', '081_D_32', '081_D_33', '081_D_34', '081_D_35']"
081_D_26,信达置业,"['031_U_19', '031_D_12', '081_U_10']",81,下行,26,117.94304,37.363137,True,"['081_D_27', '081_D_28', '081_D_29', '081_D_30', '081_D_31', '081_D_32', '081_D_33', '081_D_34', '081_D_35']"
081_D_27,公交发车区,"['003_U_07', '003_D_01', '016_U_09', '016_D_27', '031_U_17', '031_U_18', '031_D_13', '031_D_14', '081_U_08', '081_U_09', '081_D_28', '101_U_01', '101_D_30', '102_U_01', '102_D_41', '103_U_01', '103_U_02', '103_U_03', '103_D_31', '103_D_32', '103_D_33', '105_U_01', '105_U_02', '105_U_03', '105_D_41', '105_D_42', '105_D_43', '106_U_01', '106_D_38', '107_U_01', '107_D_41', '108_U_01', '108_D_38', '112_U_01', '112_D_34', '113_U_05', '113_U_06', '113_D_32', '113_D_33']",81,下行,27,117.940432,37.367225,True,"['081_D_28', '081_D_29', '081_D_30', '081_D_31', '081_D_32', '081_D_33', '081_D_34', '081_D_35']"
081_D_28,汽车总站东门,"['009_D_16', '010_D_21', '016_D_24', '027_D_18', '028_D_22', '031_U_17', '031_U_18', '031_D_13', '031_D_14', '031_D_15', '081_U_08', '081_U_09', '081_D_27', '081_D_29', '103_U_02', '103_U_03', '103_D_31', '103_D_32', '105_U_02', '105_U_03', '105_D_41', '105_D_42', '107_D_38', '109_D_09', '112_D_31', '113_U_05', '113_U_06', '113_D_32', '113_D_33']",81,下行,28,117.940374,37.370467,True,"['081_D_29', '081_D_30', '081_D_31', '081_D_32', '081_D_33', '081_D_34', '081_D_35']"
081_D_29,汽车总站广场,"['009_U_32', '009_D_16', '009_D_17', '010_U_34', '010_D_21', '016_U_12', '016_D_24', '027_U_22', '027_D_18', '028_U_17', '028_D_22', '031_U_16', '031_U_17', '031_D_14', '031_D_15', '081_U_07', '081_U_08', '081_D_28', '102_U_04', '103_U_03', '103_D_31', '105_U_03', '105_D_41', '106_U_04', '107_U_04', '107_D_38', '109_U_23', '109_D_09', '112_U_04', '112_D_31', '113_U_06', '113_D_32']",81,下行,29,117.939263,37.373824,True,"['081_D_30', '081_D_31', '081_D_32', '081_D_33', '081_D_34', '081_D_35']"
